Job_Duration|Data_Volume|Nbr_Components
26303|8064|5
26303|8321|5
26303|7671|5
26303|8185|5
33447|39164|9
26303|8039|5
26303|8155|5
26303|7777|5
26303|8325|5
26303|7478|5
26303|7950|5
26303|8370|5
26303|8339|5
26303|8341|5
26303|7662|5
33447|39169|9
26303|8308|5
33447|39165|9
26303|8075|5
26303|8156|5
26303|8361|5
33447|39387|9
26303|7481|5
26303|7480|5
26303|8277|5
26303|8364|5
26303|8201|5
26303|7921|5
26303|8243|5
26303|8081|5
26303|8319|5
26303|8144|5
26303|7807|5
26303|7926|5
33447|39966|9
26303|8088|5
26303|8379|5
26303|7662|5
26303|8361|5
26303|7662|5
33447|39477|9
26303|7977|5
26303|8362|5
26303|8360|5
26303|8203|5
26303|8251|5
26303|7947|5
26303|7981|5
26303|8021|5
26303|7456|5
26303|8329|5
26303|7662|5
33447|39345|9
33447|39469|9
26303|8153|5
26303|8028|5
33447|39348|9
26303|7994|5
26303|8246|5
33447|39254|9
26303|7573|5
33447|39171|9
26303|7796|5
26303|8251|5
33447|39061|9
26303|8378|5
26303|8335|5
26303|8367|5
26303|8364|5
26303|7662|5
26303|8049|5
26303|7972|5
33447|38987|9
33447|39229|9
26303|7463|5
26303|8389|5
33447|39178|9
26303|7583|5
26303|8188|5
26303|7754|5
26303|7967|5
26303|7662|5
26303|8323|5
26303|7546|5
26303|7662|5
26303|8191|5
26303|8034|5
26303|7786|5
26303|7662|5
26303|8241|5
26303|8389|5
26303|8376|5
26303|7662|5
26303|7662|5
26303|7662|5
26303|8105|5
33447|39299|9
33447|39593|9
26303|7567|5
26303|7966|5
33447|39654|9
26303|7914|5
26303|7662|5
26303|8357|5
33447|39375|9
26303|7662|5
33447|39321|9
26303|7957|5
26303|8105|5
26303|8180|5
26303|8370|5
26303|8364|5
26303|7775|5
33447|39355|9
26303|8387|5
33447|39166|9
26303|7944|5
26303|7664|5
26303|8187|5
26303|8153|5
26303|8049|5
26303|7662|5
26303|7662|5
26303|8198|5
26303|7465|5
26303|7558|5
26303|8025|5
26303|7662|5
26303|7662|5
33447|39405|9
26303|7973|5
26303|8323|5
26303|8357|5
33447|39615|9
26303|8198|5
26303|7662|5
26303|8079|5
26303|8275|5
26303|8378|5
26303|7641|5
26303|8241|5
26303|7986|5
26303|7662|5
26303|7967|5
26303|8318|5
26303|8017|5
33447|39862|9
26303|8308|5
26303|8030|5
26303|7779|5
26303|7929|5
26303|7479|5
33447|39934|9
26303|8135|5
26303|7662|5
26303|8094|5
26303|7972|5
33447|39710|9
26303|7572|5
26303|7662|5
26303|7815|5
26303|7662|5
26303|8194|5
26303|8325|5
33447|39755|9
26303|7662|5
33447|39888|9
33447|39631|9
26303|7664|5
26303|8044|5
26303|8141|5
26303|8156|5
26303|8205|5
26303|8002|5
33447|39843|9
33447|39901|9
26303|8362|5
26303|7662|5
26303|7919|5
26303|7971|5
26303|8332|5
33447|39706|9
26303|7808|5
26303|8321|5
26303|7962|5
26303|8376|5
26303|8027|5
33447|39927|9
33447|39658|9
26303|8354|5
33447|39903|9
26303|7959|5
26303|8079|5
26303|8149|5
26303|8083|5
33447|39742|9
26303|7590|5
26303|7914|5
26303|7863|5
26303|7947|5
33447|39851|9
26303|7832|5
26303|7662|5
26303|8257|5
26303|8387|5
26303|8187|5
33447|39798|9
26303|8324|5
26303|8387|5
26303|7492|5
26303|8349|5
26303|7662|5
33447|39889|9
26303|8076|5
33447|39949|9
26303|7471|5
26303|8188|5
33447|39815|9
26303|8145|5
26303|8381|5
26303|8235|5
26303|8374|5
26303|8376|5
26303|7921|5
26303|8198|5
33447|39713|9
26303|8196|5
26303|8309|5
33447|39953|9
26303|8356|5
33447|39746|9
26303|7919|5
26303|8153|5
26303|7989|5
26303|7992|5
26303|7757|5
26303|8347|5
33447|39896|9
33447|39881|9
33447|39869|9
26303|8170|5
26303|8367|5
33447|39853|9
26303|7994|5
26303|7793|5
33447|39855|9
26303|8139|5
26303|8343|5
26303|8304|5
26303|7958|5
26303|8026|5
26303|7929|5
26303|8362|5
26303|7967|5
33447|39095|9
33447|39915|9
26303|8377|5
26303|7662|5
26303|7637|5
33447|40054|9
26303|8154|5
26303|7601|5
26303|8312|5
26303|8017|5
26303|7978|5
26303|8235|5
33447|39244|9
26303|7972|5
26303|7482|5
33447|39577|9
33447|39717|9
26303|8354|5
26303|7975|5
26303|7813|5
33447|39557|9
26303|7662|5
26303|7985|5
26303|7662|5
26303|7618|5
26303|8090|5
33447|39795|9
26303|8327|5
26303|8137|5
33447|39571|9
26303|7597|5
33447|39223|9
26303|7953|5
33447|39572|9
26303|7973|5
26303|7528|5
33447|39898|9
33447|39689|9
26303|8235|5
26303|7662|5
26303|8177|5
33447|39327|9
26303|8357|5
26303|8089|5
26303|8135|5
26303|8041|5
26303|8351|5
33447|39610|9
33447|39809|9
26303|8294|5
26303|8087|5
26303|8332|5
26303|8364|5
33447|39779|9
26303|7824|5
33447|39614|9
26303|7481|5
26303|7662|5
33447|39672|9
33447|39836|9
33447|39666|9
33447|39695|9
33447|39600|9
26303|7647|5
26303|8076|5
33447|39381|9
33447|39351|9
26303|7887|5
33447|39554|9
26303|8361|5
26303|7990|5
26303|8335|5
33447|39527|9
26303|7976|5
26303|8144|5
26303|8152|5
26303|7947|5
26303|7662|5
26303|8204|5
26303|7971|5
26303|7471|5
26303|7876|5
26303|8332|5
26303|7923|5
33447|82905|9
26303|8083|5
26303|8335|5
26303|7989|5
26303|7773|5
26303|7662|5
33447|39617|9
26303|8147|5
26303|7753|5
33447|82849|9
26303|7809|5
26303|8202|5
26303|8363|5
33447|82895|9
26303|7947|5
33447|82876|9
26303|7938|5
26303|7914|5
26303|8420|5
26303|8335|5
26303|7661|5
26303|8370|5
26303|7662|5
33447|39161|9
26303|8049|5
26303|8355|5
26303|7827|5
26303|7662|5
26303|8395|5
26303|7435|5
26303|7929|5
26303|7662|5
26303|8322|5
26303|7921|5
26303|7819|5
33447|82855|9
26303|8352|5
26303|8369|5
26303|8384|5
26303|8056|5
33447|39196|9
26303|7879|5
26303|7979|5
33447|39297|9
26303|7944|5
26303|7456|5
26303|8358|5
26303|7944|5
33447|39222|9
26303|8153|5
33447|82964|9
26303|8149|5
26303|8366|5
33447|83543|9
26303|7662|5
33447|83155|9
26303|7662|5
33447|82941|9
26303|7969|5
26303|7939|5
26303|7948|5
26303|7783|5
26303|8036|5
26303|7657|5
26303|8341|5
26303|8355|5
26303|8199|5
26303|7662|5
26303|7662|5
26303|8319|5
26303|8389|5
26303|8140|5
33447|83534|9
26303|7969|5
26303|7667|5
26303|7822|5
33447|83108|9
26303|7658|5
33447|83154|9
26303|7971|5
26303|8301|5
26303|8215|5
33447|83300|9
26303|8036|5
33447|83266|9
26303|8058|5
33447|83172|9
33447|83539|9
26303|7662|5
33447|83271|9
26303|8145|5
26303|7934|5
26303|8092|5
33447|83198|9
26303|7662|5
26303|7952|5
33447|83561|9
26303|8361|5
26303|8255|5
33447|83054|9
33447|83476|9
26303|8202|5
26303|8354|5
26303|8147|5
26303|8025|5
33447|83272|9
26303|8078|5
26303|7821|5
26303|7662|5
26303|7592|5
26303|7980|5
26303|7657|5
26303|8247|5
33447|83551|9
33447|83538|9
33447|83229|9
26303|8344|5
26303|7662|5
26303|7974|5
26303|7471|5
26303|8083|5
26303|8358|5
26303|8365|5
26303|8161|5
26303|7983|5
26303|8285|5
26303|8327|5
26303|7662|5
26303|8028|5
26303|7662|5
26303|8094|5
26303|7927|5
26303|8367|5
26303|7935|5
26303|7980|5
33447|83583|9
26303|8339|5
33447|83469|9
26303|8079|5
33447|83334|9
26303|8044|5
33447|83472|9
26303|7957|5
26303|8335|5
26303|7662|5
26303|7957|5
26303|7553|5
26303|7996|5
26303|8166|5
26303|8289|5
33447|83220|9
26303|7662|5
26303|7544|5
26303|8251|5
33447|82996|9
26303|7781|5
33447|83619|9
33447|83427|9
26303|8017|5
26303|7815|5
26303|8349|5
26303|7966|5
26303|7662|5
26303|8178|5
33447|83112|9
26303|8322|5
33447|83502|9
26303|7543|5
26303|8382|5
26303|8351|5
26303|7662|5
26303|8208|5
33447|83419|9
26303|7565|5
33447|83043|9
33447|83474|9
26303|8041|5
26303|7906|5
26303|7662|5
33447|83499|9
26303|7992|5
26303|7782|5
26303|8063|5
33447|82903|9
26303|8356|5
26303|7544|5
26303|8152|5
26303|8184|5
33447|82939|9
26303|8005|5
26303|8183|5
33447|83501|9
26303|7923|5
26303|8325|5
26303|8214|5
33447|83074|9
26303|8332|5
26303|8036|5
33447|83498|9
33447|83008|9
26303|8017|5
33447|83488|9
33447|83316|9
33447|83002|9
26303|7662|5
26303|7867|5
33447|83011|9
26303|8361|5
26303|8363|5
26303|7969|5
33447|83049|9
26303|7975|5
26303|8236|5
26303|8341|5
26303|7593|5
26303|8151|5
26303|8359|5
26303|8349|5
33447|83122|9
33447|83319|9
26303|7962|5
26303|8133|5
26303|7662|5
26303|8098|5
26303|7664|5
26303|7947|5
26303|8143|5
26303|7662|5
26303|8153|5
26303|7662|5
33447|83360|9
26303|7754|5
33447|83104|9
26303|7987|5
26303|8236|5
26303|8269|5
26303|8312|5
33447|83193|9
26303|7893|5
26303|8449|5
26303|7969|5
33447|83132|9
26303|8016|5
26303|8339|5
26303|8335|5
33447|83228|9
26303|8195|5
33447|83346|9
33447|83274|9
33447|83516|9
26303|7665|5
33447|83142|9
33447|83191|9
26303|7962|5
26303|7909|5
26303|8224|5
33447|83157|9
26303|8153|5
26303|8312|5
26303|7975|5
26303|8326|5
26303|7816|5
26303|7442|5
33447|83570|9
26303|7662|5
26303|8360|5
26303|8031|5
26303|7662|5
26303|7833|5
33447|83511|9
33447|83270|9
26303|8151|5
26303|8158|5
26303|8318|5
33447|83428|9
26303|7992|5
33447|83109|9
26303|7662|5
26303|8030|5
26303|7833|5
33447|83174|9
26303|7662|5
26303|7998|5
33447|83326|9
26303|8192|5
33447|83482|9
33447|83536|9
26303|7950|5
26303|7662|5
26303|7990|5
26303|8144|5
33447|84861|9
26303|8204|5
26303|7662|5
26303|8037|5
33447|83083|9
33447|83209|9
33447|86394|9
26303|8232|5
33447|83454|9
33447|83439|9
26303|8087|5
33447|83130|9
33447|83169|9
26303|8224|5
33447|83355|9
26303|7538|5
33447|83453|9
26303|8227|5
26303|7806|5
26303|8326|5
33447|83233|9
26303|7454|5
26303|8335|5
26303|8235|5
26303|8164|5
33447|83250|9
26303|7998|5
26303|8160|5
26303|8365|5
26303|7662|5
33447|83381|9
26303|7662|5
26303|7789|5
26303|8269|5
26303|8160|5
33447|83553|9
33447|82998|9
26303|8028|5
33447|83019|9
33447|83178|9
26303|7801|5
33447|83227|9
26303|7993|5
26303|7662|5
26303|7658|5
26303|8025|5
33447|82863|9
26303|8109|5
33447|83366|9
33447|83533|9
26303|7816|5
33447|82970|9
26303|7971|5
33447|83341|9
26303|7662|5
26303|7662|5
26303|8031|5
33447|83449|9
26303|8318|5
26303|8025|5
33447|83001|9
26303|7662|5
26303|7547|5
33447|83349|9
26303|8214|5
26303|7980|5
33447|83021|9
26303|7570|5
26303|7976|5
33447|83022|9
33447|83611|9
33447|83638|9
26303|8083|5
33447|83727|9
26303|8388|5
33447|83834|9
33447|83677|9
33447|83584|9
33447|83623|9
33447|83642|9
33447|83626|9
26303|7976|5
26303|7807|5
26303|7662|5
26303|8214|5
33447|83603|9
26303|8348|5
26303|8240|5
26303|8063|5
33447|83652|9
26303|8305|5
26303|7662|5
33447|83881|9
33447|83492|9
26303|7663|5
33447|83808|9
26303|8028|5
33447|83465|9
33447|83610|9
26303|8363|5
26303|7663|5
26303|7813|5
26303|8359|5
33447|83679|9
33447|83849|9
33447|83825|9
33447|83706|9
26303|8324|5
33447|83860|9
33447|83855|9
26303|7922|5
33447|83696|9
33447|83907|9
26303|8028|5
33447|84024|9
26303|8160|5
33447|83890|9
26303|7662|5
26303|8351|5
26303|7641|5
26303|7786|5
33447|83751|9
33447|83869|9
33447|83876|9
26303|7662|5
33447|83898|9
33447|83634|9
33447|83783|9
33447|83874|9
33447|83577|9
33447|83918|9
33447|83622|9
33447|83795|9
26303|8195|5
26303|7972|5
26303|7561|5
26303|8318|5
26303|8318|5
26303|7966|5
33447|83938|9
26303|7662|5
26303|7662|5
33447|83981|9
33447|84110|9
33447|83960|9
33447|84364|9
33447|83936|9
26303|7662|5
26303|8173|5
26303|7662|5
33447|83906|9
33447|83923|9
26303|7929|5
26303|8318|5
33447|83953|9
26303|7662|5
26303|8026|5
26303|7662|5
26303|8236|5
26303|7802|5
26303|8318|5
26303|7929|5
26303|8190|5
26303|7784|5
33447|83917|9
33447|83709|9
33447|83925|9
33447|83932|9
26610|19297|5
26610|19687|5
26610|19480|5
26610|19276|5
26610|19481|5
26610|19527|5
26610|19637|5
26610|19261|5
26610|19497|5
26610|19756|5
26610|19623|5
26610|19483|5
26610|19280|5
26610|19816|5
26610|19281|5
26610|19283|5
26610|19308|5
26610|19464|5
26610|19539|5
26610|19299|5
26610|19314|5
26610|19596|5
26610|19257|5
26610|19536|5
26610|19507|5
26610|19624|5
33447|83928|9
26610|19802|5
26610|19463|5
26610|19480|5
26610|19307|5
26610|19697|5
26610|19778|5
26610|19239|5
26610|19701|5
26610|19750|5
26610|19650|5
26610|19476|5
26610|19620|5
26610|19829|5
26610|19477|5
26610|19532|5
26610|19789|5
26610|19789|5
26610|19476|5
26610|19493|5
26610|19790|5
26610|19561|5
26610|19749|5
26610|19289|5
26610|19292|5
26610|19505|5
26610|19481|5
26610|19793|5
26610|19280|5
26610|19296|5
26610|19276|5
26610|19280|5
26610|19845|5
26610|19835|5
26610|19863|5
26610|19207|5
26610|19607|5
26610|19500|5
26610|19490|5
26610|19447|5
26610|19713|5
26610|19493|5
26610|19665|5
26610|19264|5
26610|19447|5
26610|19616|5
26610|19564|5
26610|19642|5
26610|19827|5
26610|19280|5
26610|19606|5
26610|19703|5
26610|19784|5
26610|19226|5
26610|19788|5
26610|19528|5
26610|19305|5
26610|19447|5
26610|19801|5
26610|19476|5
26610|19276|5
26610|19603|5
26610|19667|5
26610|19515|5
26610|19620|5
26610|19591|5
26610|19796|5
26610|19280|5
26610|19640|5
26610|19644|5
26610|19622|5
26610|19496|5
26610|19483|5
26610|19611|5
26610|19227|5
26610|19800|5
26610|19626|5
26610|19743|5
26610|19239|5
26610|19487|5
26610|19495|5
26610|19489|5
26610|19292|5
26610|19617|5
26610|19280|5
26610|19484|5
26610|19670|5
26610|19679|5
26610|19530|5
26610|19481|5
26610|19795|5
26610|19266|5
26610|19635|5
26610|19471|5
26610|19300|5
26610|19733|5
26610|19599|5
26610|19449|5
26610|19224|5
26610|19611|5
33447|83831|9
26610|19305|5
26610|19824|5
26610|19260|5
26610|19787|5
26610|19784|5
33447|83930|9
26610|19280|5
26610|19280|5
26610|19519|5
26610|19410|5
26610|19524|5
26610|19794|5
26610|19518|5
26610|19531|5
26610|19473|5
26610|19348|5
26610|19530|5
26610|19282|5
26610|19641|5
26610|19280|5
26610|19640|5
26610|19329|5
26610|19471|5
26610|19629|5
26610|19296|5
26610|19617|5
26610|19280|5
26610|19471|5
26610|19506|5
26610|19584|5
26610|19300|5
26610|19522|5
26610|19280|5
26610|19463|5
26610|19216|5
26610|19260|5
26610|19770|5
26610|19782|5
26610|19316|5
26610|19880|5
26610|19612|5
26610|19806|5
26610|19276|5
26610|19261|5
26610|19690|5
26610|19455|5
26610|19487|5
26610|19280|5
26610|19320|5
26610|19455|5
26610|19616|5
26610|19522|5
26610|19764|5
26610|19819|5
26610|19504|5
26610|19607|5
26610|19611|5
26610|19491|5
26610|19803|5
26610|19259|5
26610|19796|5
26610|19794|5
26610|19602|5
26610|19767|5
26610|19201|5
26610|19819|5
26610|19280|5
26610|19789|5
26610|19355|5
26610|19280|5
26610|19522|5
26610|19840|5
26610|19540|5
26610|19455|5
26610|19398|5
26610|19344|5
26610|19801|5
26610|19753|5
26610|19344|5
26610|19733|5
26610|19843|5
26610|19611|5
26610|19309|5
26610|19319|5
26610|19657|5
26610|19497|5
26610|19578|5
26610|19361|5
26610|19602|5
26610|19670|5
26610|19602|5
26610|19624|5
26610|19359|5
26610|19636|5
26610|19471|5
26610|19596|5
26610|19626|5
26610|19649|5
26610|19616|5
26610|19307|5
26610|19522|5
26610|19331|5
33447|83828|9
26610|19616|5
26610|19770|5
26610|19625|5
26610|19611|5
26610|19818|5
26610|19525|5
26610|19606|5
26610|19280|5
26610|19280|5
26610|19506|5
26610|19649|5
26610|19607|5
33447|83905|9
26610|19602|5
26610|19838|5
26610|19346|5
33447|83773|9
26610|19319|5
26610|19280|5
26610|19602|5
26610|19610|5
26610|19679|5
26610|19606|5
26610|19605|5
26610|19815|5
26610|19320|5
26610|19621|5
26610|19280|5
26610|19607|5
26610|19506|5
26610|19777|5
26610|19314|5
26610|19596|5
26610|19334|5
26610|19520|5
26610|19697|5
26610|19730|5
26610|19628|5
26610|19486|5
26610|19602|5
26610|19519|5
26610|19606|5
26610|19280|5
33447|83532|9
26610|19499|5
26610|19826|5
26610|19538|5
26610|19774|5
26610|19855|5
26610|19624|5
26610|19523|5
26610|19276|5
26610|19624|5
26610|19320|5
26610|19621|5
26610|19589|5
26610|19838|5
26610|19526|5
26610|19280|5
26610|19314|5
26610|19606|5
26610|19830|5
26610|19827|5
26610|19280|5
26610|19626|5
26610|19875|5
26610|19645|5
26610|19811|5
26610|19455|5
26610|19621|5
26610|19611|5
26610|19764|5
26610|19449|5
26610|19617|5
26610|19534|5
26610|19633|5
26610|19555|5
26610|19602|5
26610|19623|5
26610|19659|5
26610|19481|5
26610|19561|5
26610|19825|5
26610|19798|5
26610|19476|5
26610|19652|5
26610|19811|5
26610|19221|5
26610|19280|5
26610|19602|5
26610|19280|5
26610|19469|5
26610|19799|5
26610|19489|5
26610|19767|5
26610|19602|5
26610|19558|5
26610|19629|5
33447|83934|9
26610|19617|5
26610|19507|5
33447|83734|9
26610|19529|5
26610|19789|5
26610|19602|5
26610|19638|5
26610|19280|5
26610|19587|5
26610|19598|5
26610|19596|5
26610|19530|5
26610|20115|5
26610|19314|5
33447|83582|9
26610|19579|5
26610|19558|5
26610|19683|5
26610|19630|5
26610|19491|5
26610|19632|5
26610|19818|5
26610|19626|5
26610|19601|5
26610|19621|5
26610|19321|5
26610|19501|5
26610|19609|5
26610|19797|5
26610|19598|5
26610|19773|5
26610|19513|5
26610|19607|5
26610|19280|5
26610|19280|5
26610|19458|5
26610|19458|5
26610|19280|5
33447|83675|9
26610|19588|5
26610|19609|5
26610|19561|5
26610|19588|5
26610|19589|5
26610|19622|5
26610|19502|5
26610|19789|5
26610|19290|5
26610|19859|5
26610|19483|5
26610|19207|5
26610|19476|5
26610|19599|5
26610|19645|5
26610|19631|5
33447|83829|9
26610|19493|5
26610|19497|5
26610|19578|5
26610|19640|5
26610|19587|5
26610|19280|5
26610|19476|5
26610|19545|5
26610|19617|5
26610|19704|5
26610|19613|5
26610|19280|5
26610|19544|5
26610|19578|5
26610|19476|5
26610|19588|5
26610|19789|5
26610|19489|5
26610|19628|5
26610|19516|5
26610|19280|5
26610|19606|5
26610|19871|5
26610|19637|5
26610|19486|5
26610|19280|5
26610|19359|5
26610|19774|5
26610|19638|5
26610|19584|5
26610|19481|5
26610|19466|5
26610|19599|5
26610|19495|5
26610|19602|5
26610|19624|5
26610|19324|5
26610|19504|5
26610|19494|5
26610|19280|5
26610|19317|5
26610|19805|5
26610|19794|5
26610|19612|5
33447|83600|9
26610|19641|5
26610|19280|5
26610|19466|5
26610|19628|5
26610|19516|5
26610|19634|5
26610|19280|5
26610|19489|5
26610|19202|5
26610|19585|5
26610|19280|5
26610|19536|5
26610|19319|5
26610|19494|5
26610|19297|5
26610|19280|5
26610|19786|5
26610|19274|5
26610|19560|5
26610|19280|5
26610|19816|5
26610|19323|5
26610|19287|5
26610|19648|5
26610|19232|5
26610|19672|5
26610|19561|5
26610|19793|5
26610|19290|5
26610|19322|5
26610|19280|5
26610|19787|5
26610|19588|5
26610|19502|5
26610|19337|5
26610|19588|5
26610|19618|5
26610|19645|5
26610|19241|5
26610|19280|5
26610|19814|5
33447|83748|9
26610|19753|5
26610|19320|5
26610|19235|5
26610|19207|5
26610|19290|5
26610|19796|5
26610|19753|5
26610|19280|5
26610|19326|5
26610|19840|5
26610|19792|5
26610|19280|5
26610|19266|5
26610|19506|5
26610|19285|5
26610|19361|5
26610|19615|5
26610|19506|5
26610|19243|5
26610|19295|5
26610|19280|5
26610|19834|5
26610|19401|5
26610|19647|5
26610|19757|5
26610|19276|5
26610|19197|5
33447|83639|9
26610|19320|5
26610|19280|5
